Date,IBM,TXN,CSCO,QCOM,ORCL,NOK,AMAT
4/26/2010,107.166809,22.508759,22.609884,31.495251,24.103296,8.749489,12.184814
4/27/2010,105.601082,21.994932,22.150635,31.33823,23.65711,8.524602,11.819946
4/28/2010,106.650391,21.978281,22.175236,32.082016,23.547838,8.440269,11.921771
4/29/2010,106.945503,22.486111,22.577084,32.214249,23.648001,8.475408,12.099961
4/30/2010,105.748642,21.653605,22.085026,31.966318,23.556942,8.545684,11.692666
5/3/2010,106.240494,22.019909,22.585283,31.933256,23.684429,8.510546,11.879344
5/4/2010,105.027229,21.428823,21.78159,31.073774,22.737419,8.292687,11.361745
5/5/2010,104.486206,21.537052,21.773394,31.098568,22.710096,8.201327,11.217494
5/6/2010,102.104965,20.871044,20.904097,30.305197,21.772192,7.88508,10.784749
5/7/2010,100.60537,20.596315,20.264423,30.164698,21.316896,7.898305,10.606558
5/10/2010,104.041245,21.495424,21.428953,30.883703,22.209267,8.250974,11.19204
5/11/2010,104.552101,21.353901,21.289539,30.974602,22.027159,8.059945,11.336287
5/12/2010,109.322838,21.728531,21.929213,31.536583,22.400496,8.096682,11.684182
5/13/2010,108.334099,21.220697,20.936901,31.371288,22.072681,7.839527,11.225977
5/14/2010,108.095154,20.712866,20.453051,30.825846,21.653812,7.552984,10.98839
5/17/2010,107.477188,21.162424,20.395638,30.883703,21.61739,7.648498,11.183553
5/18/2010,107.073433,20.429811,19.977394,30.338243,21.335106,7.486859,10.979909
5/19/2010,106.175339,20.521389,19.895391,30.123375,21.116564,7.501554,11.04779
5/20/2010,102.006081,20.196711,19.116301,29.412651,20.351677,7.369302,10.767774
5/21/2010,103.340904,20.454788,19.239317,29.660582,20.178658,7.398692,10.793231
5/24/2010,102.541672,20.180056,19.165508,29.478764,20.287931,7.361955,10.656716
5/25/2010,102.599335,20.313257,19.116301,29.429178,20.215082,7.516247,10.810295
5/26/2010,101.53643,20.096813,18.771864,28.980516,19.951006,7.310524,10.682314
5/27/2010,104.140129,20.687891,19.411533,29.5455,20.561113,7.58972,11.151585
5/28/2010,103.209084,20.329914,18.993286,29.5455,20.552002,7.435427,11.023602
6/1/2010,102.451035,20.271631,18.862072,29.138367,20.215082,7.361955,10.74204
6/2/2010,104.980598,20.612965,19.149105,29.9277,20.615736,7.457469,10.963876
6/3/2010,105.433754,20.846069,19.452536,30.30158,20.797861,7.5089,11.117454
6/4/2010,103.225548,20.130108,18.829273,29.329475,20.151342,7.038675,10.724977
6/7/2010,102.277977,19.705524,18.665251,29.088528,19.759785,6.854994,10.39222
6/8/2010,101.94017,19.880352,18.829273,29.304554,19.814426,7.13419,10.528733
6/9/2010,102.088501,19.763805,18.68165,28.847569,19.614094,6.730091,10.400751
6/10/2010,105.203033,20.421488,18.673452,29.105139,20.215082,6.957857,10.690844
6/11/2010,105.837509,20.354889,18.788265,29.379339,20.66127,7.009287,10.827359
6/14/2010,105.878708,20.454788,18.665251,28.905731,20.66127,6.935813,10.827359
6/15/2010,106.941589,21.395521,19.132702,29.562113,21.125671,7.21501,11.313698
6/16/2010,107.403038,21.162424,19.099899,29.146685,21.107462,6.443548,11.424615
6/17/2010,107.922119,21.253998,19.001486,29.670135,21.007298,6.605187,11.433147
6/18/2010,107.238205,21.187399,19.263914,29.653509,21.125671,6.539062,11.381954
6/21/2010,107.650215,21.020895,19.140905,29.611971,21.025505,6.392117,11.313698
6/22/2010,106.537849,20.604643,18.837467,29.553804,20.84339,6.245172,11.143052
6/23/2010,107.205292,20.629612,18.747261,29.429174,20.652164,6.30395,11.194242
6/24/2010,105.623268,20.213362,18.509436,28.905731,20.233292,6.171699,10.887085
6/25/2010,104.741623,20.013552,18.189596,28.722944,20.633957,6.06149,11.0492
6/28/2010,106.2742,20.279959,18.386419,28.282591,20.442728,6.098226,10.94681
6/29/2010,103.069,19.888678,17.730349,27.534811,19.805311,5.892503,10.511669
6/30/2010,101.742424,19.380854,17.476116,27.285547,19.541245,5.988018,10.255703
7/1/2010,100.992607,19.289274,17.435114,26.554398,19.623199,6.14231,10.23864
7/2/2010,100.407608,19.239319,17.328505,26.895042,19.878166,6.193741,10.23864
7/6/2010,101.725929,19.247652,17.500723,27.127689,20.324354,6.157004,10.050932
7/7/2010,104.642769,20.188385,18.435619,27.734211,21.025505,6.421505,10.400751
7/8/2010,105.441986,20.163406,18.493032,28.1912,21.143883,6.30395,10.332494
7/9/2010,105.433754,20.379866,18.616047,28.174576,21.28047,6.230476,10.494605
7/12/2010,106.018768,20.604643,18.747261,29.163301,21.33522,6.179047,10.503137
7/13/2010,107.510147,21.137445,18.935881,29.869535,21.636362,6.289255,10.682314
7/14/2010,107.707878,20.887691,19.468941,30.658863,21.846249,6.318645,10.690844
7/15/2010,107.707878,21.145771,19.616554,30.642235,21.745869,6.509673,10.631122
7/16/2010,105.49144,20.621292,18.657049,29.87784,21.234848,6.421505,10.400751
7/19/2010,106.941589,21.270645,18.640648,30.550852,21.526857,6.480283,10.562862
7/20/2010,104.271996,20.621292,18.903076,30.534229,21.827997,6.619883,10.528733
7/21/2010,103.217285,20.396515,18.501234,30.044014,21.499483,6.480283,10.409282
7/22/2010,105.030029,21.054197,19.083498,32.495068,22.183886,6.737438,10.622589
7/23/2010,105.779816,21.129118,19.149105,32.470142,22.357269,6.921119,10.673783
7/26/2010,105.80455,21.362228,19.362324,32.603069,22.485027,6.928468,10.716443
7/27/2010,105.985802,21.295624,19.108101,32.586452,22.42115,6.847646,10.759104
7/28/2010,105.821045,21.094883,19.181906,32.204262,22.156511,6.803564,10.537267
7/29/2010,105.483192,20.810488,19.034286,32.220882,21.627237,6.774175,10.187446
7/30/2010,105.796303,20.651571,18.919481,31.639275,21.572483,6.987246,10.067995
8/2/2010,107.740837,21.002876,19.518145,32.204262,22.165644,7.075412,10.247172
8/3/2010,107.419495,20.751947,19.534548,31.955011,22.092634,7.112148,10.085059
8/4/2010,108.161057,21.061419,19.796976,31.930079,22.348145,7.023982,10.127721
8/5/2010,108.622475,21.24544,19.821579,31.988235,22.165644,7.08276,10.076527
8/6/2010,107.76133,21.295624,19.739571,32.112877,22.247761,6.994592,10.102125
8/9/2010,109.301468,21.496367,20.313631,33.026817,22.138264,7.038675,10.127721
8/10/2010,109.168991,21.203615,19.936386,33.051743,22.165644,7.016634,9.837626
8/11/2010,107.504616,20.885771,19.460735,32.702785,21.590736,6.663965,9.564596
8/12/2010,106.237709,20.41737,17.517128,31.772213,20.933704,6.656619,9.521936
8/13/2010,105.881668,20.308628,17.517128,31.531267,20.678198,6.509673,9.530467
8/16/2010,105.798874,20.51774,17.968178,32.104561,20.73295,6.509673,9.564596
8/17/2010,106.361931,20.659935,18.082983,32.519993,21.034092,6.553757,9.718173
8/18/2010,107.140289,20.835583,18.378222,32.436901,21.070587,6.583145,9.709644
8/19/2010,106.73455,20.51774,18.222403,31.664204,20.988457,6.700702,9.692579
8/20/2010,105.575302,20.659935,18.230602,32.328884,21.00671,6.67866,9.462209
8/23/2010,104.722412,20.383909,17.779558,32.021477,20.842449,6.54641,9.43645
8/24/2010,103.422379,20.300272,17.328505,31.606041,20.450058,6.436201,9.092993
8/25/2010,103.728745,20.333725,17.39411,32.11541,20.459185,6.399464,9.196032
8/26/2010,101.666931,19.932234,16.975864,31.965107,20.304047,6.406811,9.041477
8/27/2010,103.281624,20.199898,17.066072,32.265717,20.541317,6.362728,9.178859
8/30/2010,102.180321,19.447098,16.664228,31.973463,20.094168,6.289255,8.98996
8/31/2010,101.956749,19.254726,16.393602,31.981813,19.929911,6.289255,8.904094
9/1/2010,104.142761,19.86532,16.61503,33.067345,20.641697,6.539062,9.196032
9/2/2010,103.538307,20.107885,16.828251,33.418064,20.513943,6.641923,9.264725
9/3/2010,105.641541,20.350456,17.254694,33.718681,20.915453,6.796216,9.427863
9/7/2010,104.291847,19.756586,16.877453,33.877331,22.138264,6.957857,9.290481
9/8/2010,104.39946,19.80677,16.926657,34.169598,22.028759,7.126842,9.084406
9/9/2010,104.63134,19.940603,16.90206,34.152885,22.202141,7.170927,9.256134
9/10/2010,105.981033,19.823503,16.910259,33.752079,22.859167,7.303176,9.170273
9/13/2010,107.322456,20.459188,17.435114,34.236408,22.913927,7.442774,9.256134
9/14/2010,106.693169,20.651571,17.590931,34.328259,23.160311,7.303176,9.539486
9/15/2010,107.173393,20.634838,17.705742,35.054741,23.488827,7.310524,9.479381
9/16/2010,107.372147,20.894135,17.984577,35.046379,23.142061,7.428081,9.513728
9/17/2010,107.802719,21.513098,17.927168,35.513996,25.076645,7.317872,9.46221
9/20/2010,109.127579,21.630198,17.836962,35.91481,25.08577,7.545638,9.582419
9/21/2010,109.284897,21.580009,17.74675,36.332336,24.474371,7.251746,9.659697
9/22/2010,109.77343,21.278896,17.771351,36.156975,24.821138,7.303176,9.582419
9/23/2010,109.028206,21.554916,17.656546,36.449234,24.748133,7.163579,9.694041
9/24/2010,111.048668,22.525185,18.115793,37.20076,24.602123,7.391345,9.98598
9/27/2010,111.495781,22.316071,18.132196,37.234169,24.592997,7.207663,9.908701
9/28/2010,111.694504,22.633919,17.927168,36.799957,24.81201,7.244398,10.071843
9/29/2010,112.18306,22.449905,17.935377,37.000355,24.79376,7.21501,10.028912
9/30/2010,111.073486,22.700834,17.959969,37.685093,24.501749,7.369302,10.028912
10/1/2010,112.315552,22.792845,17.968178,36.958611,24.857634,7.575025,10.054673
10/4/2010,111.992622,22.75938,17.845158,36.649647,24.592508,7.383997,9.86577
10/5/2010,113.988205,23.69619,18.033779,36.958611,24.958197,7.64115,10.183467
10/6/2010,114.137207,23.679464,18.288013,37.284267,25.214186,7.692582,10.071843
10/7/2010,114.865898,23.537264,18.361824,37.20076,25.314745,7.868917,10.071843
10/8/2010,114.973587,24.030762,18.435619,37.376129,25.598152,7.957083,10.149121
10/11/2010,115.644302,24.064222,18.427423,36.891808,25.461018,8.052598,10.149121
10/12/2010,115.801605,23.988945,18.550436,37.401184,25.552446,8.008513,10.269331
10/13/2010,116.232201,23.52054,19.009689,37.843742,26.146685,8.265669,10.277917
10/14/2010,117.16787,23.679464,18.919481,37.60994,25.899845,8.052598,10.226398
10/15/2010,116.803535,24.0224,19.157305,37.401184,26.42095,7.99382,10.320849
10/18/2010,118.26915,23.721289,19.108101,37.150661,26.722641,8.037903,10.260744
10/19/2010,114.294571,23.445263,18.837467,36.925209,26.631222,7.788097,10.114773
10/20/2010,115.155746,23.495441,19.190111,37.058815,26.183254,7.957083,10.252155
10/21/2010,115.785049,23.604183,19.075298,36.724792,26.347816,8.287709,10.217811
10/22/2010,115.652557,23.972218,19.255714,36.891808,26.503229,8.12607,10.415299
10/25/2010,115.793304,24.239876,19.362324,37.017059,26.366098,8.133418,10.432472
10/26/2010,116.480576,24.156233,19.190111,36.691391,26.17411,8.008513,10.380956
10/27/2010,117.109924,24.624636,19.099899,37.142323,26.238111,7.920347,10.50975
10/28/2010,116.671036,24.565823,19.017893,37.092213,26.841492,8.104029,10.518337
10/29/2010,118.906738,24.843073,18.747261,37.710144,26.859779,7.861568,10.604202
11/1/2010,118.674919,24.73385,18.796463,37.852089,26.631222,7.685236,10.621374
11/2/2010,119.105499,24.868273,19.001486,37.893852,26.99691,7.773402,10.715823
11/3/2010,119.378746,25.204336,19.444336,38.152706,26.695215,7.773402,10.767342
11/4/2010,121.54821,25.834436,19.854383,40.365547,26.942059,7.890958,11.067867
11/5/2010,121.655876,26.439346,19.895391,40.357197,26.740929,7.913001,11.145144
11/8/2010,121.813866,26.363731,20.001999,39.914619,26.548944,7.766054,10.990587
11/9/2010,121.547714,26.330128,19.969196,40.014832,26.274677,7.839527,11.007758
11/10/2010,121.888733,26.330128,20.084005,39.814423,26.228968,7.898305,11.033519
11/11/2010,120.957191,25.876446,16.828251,40.014832,26.119259,7.766054,10.844618
11/12/2010,119.551613,26.002468,16.524813,39.639065,25.890701,7.552984,10.810273
11/15/2010,119.468407,25.918457,16.3608,39.13805,25.963842,7.575025,10.827445
11/16/2010,118.304031,25.683216,15.94255,38.728886,25.214186,7.406039,10.698651
11/17/2010,118.062782,25.968863,15.917949,40.064941,25.515871,7.464817,10.629959
11/18/2010,120.067238,26.44775,16.081968,39.847828,25.881563,7.575025,10.861791
11/19/2010,120.641174,26.834215,16.081968,40.048241,25.735285,7.435427,10.758757
11/22/2010,120.923935,27.086258,16.040956,39.922482,25.643864,7.339914,10.819196
11/23/2010,119.085808,26.867819,15.745733,39.486538,24.857634,7.031328,10.715581
11/24/2010,121.273216,27.346699,15.958953,40.299744,25.360456,7.075412,10.871006
11/26/2010,119.684639,27.052652,15.983553,39.989555,25.131897,7.016634,10.819196
11/29/2010,118.844635,27.052652,15.94255,39.637447,24.885067,6.862342,10.810563
11/30/2010,117.655304,26.716591,15.712933,39.251801,24.729641,6.781521,10.732853
12/1/2010,120.108879,27.371908,15.844144,40.14883,25.278179,7.05337,11.026429
12/2/2010,120.749283,27.598745,15.762129,40.651848,25.689575,7.178273,11.147313
12/3/2010,120.915619,27.573538,15.63912,40.928505,26.338669,7.347261,11.276833
12/6/2010,120.59127,27.68276,15.934352,40.509331,26.265535,7.29583,11.242295
12/7/2010,119.784508,28.069221,15.90155,40.635082,26.558084,7.376649,11.216392
12/8/2010,120.582909,28.354872,15.868743,40.978817,26.722641,7.413386,11.259564
12/9/2010,120.01738,28.346472,16.155779,41.146477,26.750069,7.170927,11.466794
12/10/2010,120.449875,27.556738,16.155779,41.481827,27.371742,7.207663,11.535871
12/13/2010,120.00071,27.388708,16.057362,41.180019,27.810566,7.317872,11.414987
12/14/2010,121.281578,27.556738,16.024559,41.23032,27.892843,7.310524,11.484065
12/15/2010,120.366676,27.422314,15.967154,41.154854,27.874556,7.244398,11.397717
12/16/2010,120.225288,27.40551,16.196779,41.624359,27.673435,7.281136,11.553143
12/17/2010,120.599556,27.329899,16.032759,41.465057,28.761351,7.29583,11.751738
12/20/2010,120.192039,27.161863,16.09017,41.448292,28.953335,7.273788,11.743102
12/21/2010,121.215019,27.254282,16.016361,41.909389,29.035624,7.486859,12.010777
12/22/2010,121.389702,27.279491,16.040956,41.909389,28.944201,7.53829,12.08849
12/23/2010,121.339836,27.187075,16.147575,41.448292,28.834494,7.530942,12.08849
12/27/2010,120.882332,27.203875,16.533016,41.590813,28.944201,7.5089,12.157566
12/28/2010,121.190102,27.086258,16.688833,41.8004,28.861921,7.479511,12.174836
12/29/2010,121.863739,27.313099,16.606827,41.909389,28.797918,7.53829,12.192101
12/30/2010,121.988564,27.304691,16.59042,41.691418,28.605932,7.523595,12.200738
12/31/2010,122.06337,27.304691,16.59042,41.490208,28.615078,7.582373,12.131662
1/3/2011,122.662216,27.497929,16.803644,42.068672,28.907631,7.83218,12.140296
1/4/2011,122.795311,27.447519,16.828251,42.730972,28.779638,7.979125,12.062586
1/5/2011,122.304588,27.556738,17.033276,43.619621,28.377382,7.83218,11.88126
1/6/2011,123.643654,27.934797,17.180887,44.156166,28.496229,7.780749,11.993508
1/7/2011,123.036507,27.909601,17.197292,43.368122,28.368244,7.721971,12.053951
1/10/2011,122.795311,28.044022,17.049671,43.334591,28.377382,7.61911,11.88989
1/11/2011,122.49588,28.144838,17.123476,43.653172,28.331667,7.677887,12.157566
1/12/2011,124.009621,28.279259,17.320303,43.879524,28.285961,7.905652,12.312992
1/13/2011,123.776764,28.128035,17.287498,43.485489,28.505371,7.99382,12.295721
1/14/2011,124.758217,28.598515,17.39411,43.628014,28.615257,8.074639,13.228258
1/18/2011,125.298767,29.279028,17.402309,44.457989,28.871653,7.83218,13.124649
1/19/2011,129.490662,28.699335,17.074276,43.711849,28.935747,7.552984,13.150549
1/20/2011,129.582184,28.489292,17.033276,43.032768,29.585886,7.699928,13.003761
1/21/2011,129.332657,28.489292,17.000465,42.957333,29.769026,7.920347,12.960589
1/24/2011,132.767624,29.111008,17.361307,43.166912,29.668299,8.015862,13.271433
1/25/2011,134.273041,28.548103,17.664743,43.192066,29.56757,7.780749,13.271433
1/26/2011,133.940353,28.833759,17.56633,43.477116,29.814812,7.88361,13.349145
1/27/2011,133.965347,29.204823,17.582735,46.025707,30.144449,7.758706,13.901762
1/28/2011,132.418365,28.90122,17.16449,45.053219,29.302023,7.766054,13.616819
1/31/2011,134.738846,28.59762,17.344908,45.380177,29.329489,7.861568,13.547743
2/1/2011,136.036301,29.516861,17.607332,46.176613,30.437471,7.971779,14.005376
2/2/2011,135.820084,29.618061,17.730349,45.26281,30.345901,8.339141,14.117628
2/3/2011,136.011383,29.508425,17.968178,46.092773,30.208551,8.221584,13.936301
2/4/2011,136.402298,29.887928,18.082983,46.302357,29.869745,8.12607,14.238511
2/7/2011,137.08429,29.736124,18.066584,46.168232,30.199402,8.295056,14.152165
2/8/2011,138.654144,29.752998,18.033779,47.031731,30.245174,8.287709,13.953571
2/9/2011,137.485138,29.601194,18.074785,47.123959,30.11698,8.618337,13.703164
2/10/2011,137.017441,29.677095,15.516103,47.786251,30.455791,7.99382,13.919033
2/11/2011,136.817062,30.039728,15.335688,48.289272,30.648085,6.877036,13.824052
2/14/2011,136.291046,30.216831,15.425892,48.767128,30.483259,6.494978,13.98811
2/15/2011,135.97374,30.334902,15.311079,49.161152,29.997934,6.663965,13.919033
2/16/2011,136.44133,30.40237,15.23727,49.07732,30.318436,6.686007,14.117628
2/17/2011,137.142731,30.765001,15.319283,49.462967,30.226864,6.671313,14.178069
2/18/2011,137.643753,30.554165,15.458699,49.622253,30.840382,6.752132,14.221244
2/22/2011,135.230545,30.149368,15.245479,48.825825,29.787334,6.51702,13.521837
2/23/2011,133.752548,29.854191,15.089661,47.951069,29.466852,6.30395,13.504566
2/24/2011,134.245255,29.879503,15.056855,48.615536,29.530943,6.340686,13.668626
2/25/2011,135.506088,30.039728,15.286482,49.641682,30.171928,6.355381,13.919033
2/28/2011,135.172119,30.031298,15.220872,50.112701,30.126143,6.340686,14.248581
3/1/2011,133.577209,29.516861,15.220872,48.817402,28.999842,6.333339,14.049117
3/2/2011,133.735855,30.47827,15.171666,48.026768,29.411905,6.377422,14.239905
3/3/2011,136.508118,30.832472,15.19627,49.490284,30.245174,6.355381,14.612813
3/4/2011,135.130295,30.587904,15.089661,48.909924,29.997934,6.237824,14.508746
3/7/2011,133.543808,29.921669,14.925642,48.4305,29.393591,6.127615,13.840981
3/8/2011,135.506088,30.242128,14.942038,48.068817,29.979631,6.252519,13.693556
3/9/2011,138.495468,29.29759,14.860029,46.260456,30.025421,6.318645,13.268611
3/10/2011,135.289001,28.884357,14.696017,45.453007,29.118883,6.171699,12.973753
3/11/2011,135.631332,29.002422,14.720617,45.091331,29.219604,6.237824,13.008437
3/14/2011,134.762924,29.145794,14.638609,44.981995,28.92659,6.098226,12.973753
3/15/2011,132.783981,28.58919,14.261366,44.578266,28.542006,5.921893,12.904372
3/16/2011,127.757164,27.653082,13.982535,42.475513,27.653782,5.796988,12.540138
3/17/2011,128.742477,27.889217,13.941528,44.006317,27.974274,5.892503,12.861012
3/18/2011,130.170364,28.133778,14.056341,43.49324,28.166569,6.083532,12.869685
3/21/2011,131.664993,28.403656,14.261366,45.108158,28.770922,6.171699,13.19056
3/22/2011,131.932205,28.369923,14.310569,44.149307,28.505371,6.157004,13.103836
3/23/2011,133.209824,28.85063,14.417183,44.115662,28.761766,6.157004,13.147195
3/24/2011,133.635712,29.398787,14.236765,45.183857,29.430216,6.208435,13.390023
3/25/2011,135.422577,29.213253,14.17116,44.367992,29.888065,6.134963,13.38135
3/28/2011,134.746246,29.086756,14.09735,43.888561,29.814812,6.421505,13.416037
3/29/2011,136.007126,29.48313,14.352466,45.343662,30.364222,6.377422,13.615501
3/30/2011,136.608322,29.29759,14.261941,45.848312,30.263489,6.333339,13.641515
3/31/2011,136.165771,29.145794,14.113806,46.117466,30.611452,6.252519,13.546122
4/1/2011,137.167786,28.867495,14.023283,45.814686,31.151716,6.281908,13.46807
4/4/2011,137.151093,28.766287,14.039741,44.670788,31.261591,6.406811,13.355331
4/5/2011,136.93399,29.255419,14.171412,44.224998,31.060137,6.443548,13.46807
4/6/2011,136.975708,29.398787,14.870934,45.032448,30.748808,6.62723,13.65886
4/7/2011,137.259613,29.719267,14.739259,44.771725,30.876997,6.590493,13.442057
4/8/2011,136.98407,29.660225,14.525289,45.108158,30.712187,6.62723,13.277281
4/11/2011,136.900589,29.45783,14.377151,44.914711,30.987381,6.634576,13.294627
4/12/2011,136.316101,28.79159,14.352466,43.947433,30.638798,6.414158,13.034458
4/13/2011,136.900589,28.960258,14.196108,44.309109,30.914009,6.421505,12.904372
4/14/2011,137.752289,29.272293,14.130267,44.241817,31.00573,6.377422,12.817651
4/15/2011,138.78772,29.508425,14.015049,44.696014,31.354307,6.362728,12.765618
4/18/2011,138.562256,29.339766,13.768163,44.822178,30.849789,6.171699,12.557481
4/19/2011,138.111343,29.128927,13.66941,44.931534,30.886478,6.112921,12.670221
4/20/2011,137.568558,29.626495,13.932757,46.48756,31.290102,6.311297,13.251267
4/21/2011,140.516159,29.955395,13.940985,47.892197,31.877182,6.340686,13.225246
4/25/2011,140.006821,29.871063,14.07266,47.791271,31.950577,6.377422,13.268611
4/26/2011,140.691589,30.140934,14.418305,48.127705,32.07901,6.509673,13.53745
4/27/2011,142.261368,30.275864,14.146729,48.935162,32.33585,6.744786,13.806291
4/28/2011,142.603699,30.089651,14.229021,48.4305,32.372555,6.803564,13.60683
4/29/2011,142.436707,30.072737,14.418305,48.018353,32.987156,6.781521,13.60683
5/2/2011,143.747711,29.632595,14.467683,48.14452,33.363258,6.788868,13.138525
5/3/2011,144.348892,29.454849,14.327782,47.513702,33.152275,6.8403,13.216574
5/4/2011,142.470154,29.471783,14.377151,47.168858,32.33585,6.7315,13.086493
5/5/2011,140.666519,29.641066,14.385386,47.210911,31.803801,6.629745,12.973753
5/6/2011,141.656204,29.818813,14.451223,47.58099,31.987263,6.606262,13.207903
5/9/2011,141.832352,29.911917,14.484144,47.656689,32.289989,6.58278,13.043129
5/10/2011,142.90596,30.013485,14.640509,47.866966,32.675266,6.841082,13.060474
5/11/2011,142.167847,29.539497,14.632275,47.597813,32.088181,6.754982,12.939062
5/12/2011,144.466019,29.903446,13.932757,48.228634,32.776173,6.778463,13.086493
5/13/2011,142.520126,29.776482,13.891609,48.043591,32.280811,6.684536,12.834994
5/16/2011,141.631073,29.547955,13.661176,47.690334,31.354307,6.739327,12.592169
5/17/2011,143.006607,29.150146,13.694096,47.395947,31.134161,6.700191,12.410052
5/18/2011,142.956268,29.776482,13.702324,47.480064,31.10664,6.723672,12.574825
5/19/2011,143.082062,29.598747,13.710557,48.194988,31.647863,6.692363,12.427397
5/20/2011,142.721405,29.624136,13.603571,48.262272,31.436863,6.504508,12.219259
5/23/2011,141.127777,28.989334,13.45544,47.421185,30.418634,6.34796,11.959095
5/24/2011,140.901321,28.845449,13.389601,47.362301,30.308561,6.363616,11.889714
5/25/2011,140.700058,29.014721,13.323766,48.117973,30.262695,6.387097,12.019799
5/26/2011,140.221954,29.048578,13.373141,48.269939,30.638798,6.332306,11.829008
5/27/2011,140.490341,29.387136,13.545962,48.421928,30.914009,6.418406,11.715602
5/31/2011,141.689774,29.878054,13.825771,49.468891,31.39101,5.494782,12.020925
6/1/2011,139.70192,28.735411,13.480125,48.253067,30.161783,5.23648,11.410281
6/2/2011,139.307709,28.980867,13.373141,48.801876,30.01502,5.142553,11.471346
6/3/2011,138.435425,28.354527,13.175628,48.160187,29.657253,5.212998,11.305602
6/6/2011,138.183777,28.202175,13.159173,47.687355,29.528824,5.166034,11.244537
6/7/2011,137.294754,28.159855,12.76415,47.712696,29.207758,5.119071,11.366666
6/8/2011,137.83992,27.652014,12.591327,47.535389,28.666536,4.876423,11.104961
6/9/2011,138.259293,27.85515,12.599556,47.172321,29.015121,4.923388,11.148581
6/10/2011,136.866974,27.211885,12.443192,46.10004,28.602327,4.923388,10.974108
6/13/2011,136.858566,26.864855,12.393816,45.931168,29.015121,4.782496,10.886875
6/14/2011,137.655365,27.364237,12.410276,46.927475,29.427921,4.899906,11.078792
6/15/2011,136.154037,26.7379,12.212764,45.677868,28.583975,4.657259,10.965388
6/16/2011,136.439194,26.509371,12.38559,44.740692,28.253738,4.649431,10.878153
6/17/2011,137.923798,26.441658,12.319751,44.487381,28.602327,4.712049,10.825808
6/20/2011,138.410233,26.475512,12.459653,45.154392,29.271971,4.578986,10.834536
6/21/2011,139.416763,27.110313,12.76415,45.956497,29.950794,4.74336,11.061345
6/22/2011,138.963776,26.864855,12.640703,45.585007,29.538,4.727705,10.974108
6/23/2011,139.332886,27.186493,12.731234,46.40398,29.776503,4.712049,11.131133
6/24/2011,138.452225,26.687113,12.286834,45.753853,28.565632,4.602467,10.817088
6/27/2011,140.590988,26.864855,12.38559,46.226688,28.969255,4.727705,11.043896
6/28/2011,142.595612,27.067993,12.451422,46.817715,29.666426,4.782496,11.087514
6/29/2011,143.040115,26.983355,12.624248,46.800823,29.748983,4.954697,11.052621
6/30/2011,143.887329,27.787439,12.846443,47.9491,30.189304,5.025143,11.349218
7/1/2011,146.395126,28.371466,13.052186,48.869419,30.317726,5.025143,11.593473
7/5/2011,147.141647,27.863611,12.944795,49.088936,30.326899,4.946869,11.419005
7/6/2011,149.05397,27.804361,12.853925,49.561768,30.464504,4.892078,11.37539
7/7/2011,148.022293,28.320671,13.134794,50.034573,31.271751,5.056452,11.724329
7/8/2011,148.030701,27.829763,13.00262,50.119007,31.134161,4.868597,11.42773
7/11/2011,146.772614,27.457336,12.746535,49.173378,30.454128,4.665086,11.323047
7/12/2011,145.984161,26.450125,12.886969,47.721134,29.957891,4.539849,11.026451
7/13/2011,146.210632,26.238518,12.862184,47.358074,30.040594,4.438094,10.851982
7/14/2011,146.135117,26.001526,12.746535,46.370216,29.452465,4.336338,10.703684
7/15/2011,147.233887,26.086166,12.87871,46.40398,29.489223,4.336338,10.860703
7/18/2011,147.015808,25.798388,12.754795,46.674171,28.937851,4.242411,10.729852
7/19/2011,155.344559,26.594007,12.936534,48.10952,29.994652,4.351992,11.043896
7/20/2011,154.036163,26.42473,13.068708,48.379711,29.480036,4.532022,11.070067
7/21/2011,155.084595,26.754824,13.506536,48.075748,29.838428,4.798151,11.279429
7/22/2011,155.319412,26.898716,13.597403,48.514805,29.911945,4.586812,11.471346
7/25/2011,154.078079,26.636332,13.448711,47.965984,29.599499,4.47723,11.42773
7/26/2011,153.43222,26.72097,13.456971,47.738022,29.544365,4.610294,11.42773
7/27/2011,152.10701,25.722212,12.961316,46.091599,28.221071,4.485057,11.026451
7/28/2011,152.484482,25.603209,13.225665,46.429325,28.184315,4.469403,10.886875
7/29/2011,152.526413,25.288691,13.192619,46.252007,28.101601,4.539849,10.747302
8/1/2011,151.60379,25.407698,13.076969,45.694763,27.669697,4.344165,10.756022
8/2/2011,149.339111,24.736166,12.771318,44.757557,27.155081,4.179792,10.537936
8/3/2011,149.993393,24.906174,12.796101,45.365479,27.743212,4.242411,10.651343
8/4/2011,143.828613,23.733124,12.24262,43.271549,26.539385,3.929317,10.01453
8/5/2011,145.086731,23.112585,12.341749,43.077362,26.05234,4.109345,9.979636
8/8/2011,140.023895,22.262547,11.515662,39.92804,23.911177,3.819735,9.674315
8/9/2011,143.722031,23.027582,11.614793,42.123276,25.363127,4.070209,9.979636
8/10/2011,136.923828,22.526066,11.342185,39.902706,24.333897,3.819735,9.813891
8/11/2011,140.453522,23.206095,13.151319,41.836208,25.455019,3.991936,10.223892
8/12/2011,141.691818,23.10409,13.209142,42.638313,25.170145,4.195446,10.119211
8/15/2011,145.726868,23.367603,13.242187,43.279999,25.399878,4.923388,10.354746
8/16/2011,144.252701,22.891579,13.217405,43.119579,25.335554,4.766841,10.189
