,AA,AAPL,GE,IBM,JNJ,MSFT,PEP,SPX,XOM
11/30/94 12:00 AM,1952000,11157600,13170600,7846400,5568000,40934400,2335800,298650000,3566400
12/1/94 12:00 AM,2562400,11051200,11968800,6638000,5298000,43096000,2566200,285920000,3340800
12/2/94 12:00 AM,3017600,6170000,13410000,7975200,5246400,37715200,1953200,284750000,3859200
12/5/94 12:00 AM,3196000,6460000,10396800,8198400,2692000,38166400,2407000,258490000,3769200
12/6/94 12:00 AM,3114400,8516400,12240000,7715200,3496400,38830400,1929600,298930000,6285600
12/7/94 12:00 AM,2066400,4916800,9934200,5262400,4646800,36744000,3213600,283490000,5100800
12/8/94 12:00 AM,2685600,6081200,13142400,6871600,3172000,41934400,2896400,362290000,4742000
12/9/94 12:00 AM,4831200,9329200,16170000,9892000,3228000,79956800,2787400,336440000,4454800
12/12/94 12:00 AM,2963200,8004400,13551600,8822400,3048800,65313600,2282000,285730000,4840800
12/13/94 12:00 AM,2455200,4266800,15704400,5476400,2938800,30219200,2714600,307110000,3882400
12/14/94 12:00 AM,3289600,11123600,16589400,8176800,5844400,33641600,2178800,355000000,4331200
12/15/94 12:00 AM,3305600,8133200,14406600,7541200,4525600,28854400,4014600,332790000,4661200
12/16/94 12:00 AM,4402400,6432400,47106000,11776000,10178800,54020800,8311200,481860000,18144400
12/19/94 12:00 AM,2171200,11890000,14568600,9688400,3418800,31507200,2530800,271850000,3990800
12/20/94 12:00 AM,1859200,6263600,13382400,6907200,5492400,253456000,3220000,326530000,3557600
12/21/94 12:00 AM,5372000,5635600,17140200,12847600,6250000,69395200,2985400,379130000,4844400
12/22/94 12:00 AM,3272000,4771200,12830400,10648400,5650000,57355200,1725200,340330000,4179200
12/23/94 12:00 AM,1475200,3372000,6523800,3753600,2452400,19486400,759600,196540000,3059200
12/27/94 12:00 AM,2101600,2928800,10522800,4933200,2654800,20566400,1016600,211180000,2694800
12/28/94 12:00 AM,2870400,3198000,8879400,5422800,3097600,34961600,1072200,246260000,2420000
12/29/94 12:00 AM,2340000,4341200,12054000,7704800,2497600,23446400,1561600,250650000,2136800
12/30/94 12:00 AM,4399200,2616400,7987800,5780800,1965200,20686400,1770400,256260000,2867600
1/3/95 12:00 AM,2803200,3726400,11896800,4671600,3644400,39545600,2551000,262450000,5028000
1/4/95 12:00 AM,4272800,5682400,10144200,7978800,4162400,51611200,6746000,319510000,4133200
1/5/95 12:00 AM,3785600,2646800,10977600,9083600,3166800,39824000,4363200,309050000,3980000
1/6/95 12:00 AM,7789600,38456800,9777000,12162000,2140800,46681600,2682600,308070000,2736800
1/9/95 12:00 AM,6156000,9805200,8478000,6852000,4520000,46000000,3072200,278790000,2584800
1/10/95 12:00 AM,6497600,21977600,11997000,13683200,4691200,42184000,3744000,352450000,4056800
1/11/95 12:00 AM,9451200,31212400,10573800,9801200,4098800,31512000,5871800,346310000,3505600
1/12/95 12:00 AM,3978400,19721200,8125800,9103600,4180800,26996800,3480400,313040000,2621200
1/13/95 12:00 AM,4651200,12565600,10075200,8121200,3122000,41307200,3749000,336740000,2821200
1/16/95 12:00 AM,5244000,6765600,13458000,10864000,2640800,74648000,2901400,315810000,2888800
1/17/95 12:00 AM,2894400,11806400,14298000,6385200,3340000,73932800,3737000,331520000,4522000
1/18/95 12:00 AM,3243200,4581200,11748600,7370400,4216400,50504000,2340800,344660000,4090800
1/19/95 12:00 AM,2845600,11238800,14646000,6855600,4834400,67108800,2090400,297220000,3406400
1/20/95 12:00 AM,3333600,35731200,22287000,13333600,6967600,82388800,4870600,378190000,9338800
1/23/95 12:00 AM,2448000,14252400,15568200,19654800,4261200,53843200,2160800,325830000,5823200
1/24/95 12:00 AM,1824000,7805600,10418400,12706400,4036400,36739200,4543800,315430000,4877600
1/25/95 12:00 AM,2904000,18482000,10350600,15232000,3418000,52459200,3314600,342610000,4481200
1/26/95 12:00 AM,1388800,8822000,10795800,8627200,5160000,80836800,2725400,304730000,3422000
1/27/95 12:00 AM,4849600,10676400,8223000,10868400,4924400,58376000,3946600,339510000,3446400
1/30/95 12:00 AM,10628800,8255200,6511200,5674000,4845600,55164800,4864200,318550000,3296400
1/31/95 12:00 AM,7304000,7621200,8680800,10969600,9091200,59945600,4432000,411590000,4532400
2/1/95 12:00 AM,5084800,5665200,10008000,13168000,5167600,66705600,6117400,395310000,3753600
2/2/95 12:00 AM,3220800,7288000,7944600,5834400,4676400,46312000,4864000,322110000,3981200
2/3/95 12:00 AM,8075200,11400800,15225600,10251200,3734400,60332800,9578000,441000000,4783200
2/6/95 12:00 AM,5616000,8702000,11552400,5408400,4696800,48345600,3706000,325660000,3261200
2/7/95 12:00 AM,3675200,7200000,9087600,5802800,3208800,33152000,6385800,314660000,3797600
2/8/95 12:00 AM,4491200,14403600,7999200,5985600,3563200,49150400,5335800,318430000,2905600
2/9/95 12:00 AM,3348000,16988800,8263800,7896000,4273600,42398400,3764000,325570000,5263600
2/10/95 12:00 AM,2072800,12542400,9148800,6156000,5391200,49862400,2310800,295600000,3760800
2/13/95 12:00 AM,946400,10120800,7517400,4887200,6898800,38160000,1352800,256270000,2886800
2/14/95 12:00 AM,2395200,5934400,9663000,6785600,2857600,31121600,9588600,300720000,3701200
2/15/95 12:00 AM,2541600,6604400,15577800,6506800,5716400,147001600,4079000,378040000,5014800
2/16/95 12:00 AM,3460800,7821200,19987200,6809600,3647600,56744000,2337200,360990000,6268800
2/17/95 12:00 AM,2438400,4366400,25287000,11672000,10356400,37824000,3439400,347970000,11578000
2/21/95 12:00 AM,3268800,10776800,10501200,6228000,3762000,55392000,2981000,308090000,7682000
2/22/95 12:00 AM,2297600,10501200,16329000,6864000,4015600,60902400,6178800,339460000,4496800
2/23/95 12:00 AM,2052800,11262000,22389600,8826400,3928800,59939200,3900200,394280000,5804400
2/24/95 12:00 AM,1779200,20334400,14095800,6254400,4042000,34177600,3160000,302930000,4763600
2/27/95 12:00 AM,1952400,9600800,13342800,8212800,2698800,28592000,3154000,285790000,3101200
2/28/95 12:00 AM,3551200,7965200,10388400,7198000,3656800,52544000,2842800,317220000,4497600
3/1/95 12:00 AM,6630800,8025200,11509200,8202000,4354800,52032000,2722600,362600000,3106400
3/2/95 12:00 AM,4620800,9619200,11987400,9643200,3669200,26038400,2543000,330030000,3572400
3/3/95 12:00 AM,4114800,5209200,7371600,22256000,3300000,31776000,1590600,330840000,4096800
3/6/95 12:00 AM,3346400,4751200,12981000,20173200,3484800,45156800,2338800,298870000,4974400
3/7/95 12:00 AM,4956400,5399200,12090000,13802400,4188000,91750400,2363200,355550000,5206400
3/8/95 12:00 AM,3240000,13048800,15471000,12133200,4730800,140096000,1887400,349780000,6940000
3/9/95 12:00 AM,1381600,7038000,8620800,12513600,3430000,58238400,2560800,319320000,4029200
3/10/95 12:00 AM,3112400,4923200,15785400,9492400,4842000,44324800,3340000,382940000,4526400
3/13/95 12:00 AM,2416400,11653200,9705000,13964800,3951200,34550400,3393800,275280000,2725600
3/14/95 12:00 AM,2443200,26015200,9856800,9067600,4435600,78643200,4942000,346160000,5206800
3/15/95 12:00 AM,2996400,26120800,11837400,7084800,5136400,57294400,2988400,309540000,4919200
3/16/95 12:00 AM,3191200,11330000,11907600,11382800,7687600,47510400,3689000,336670000,5522400
3/17/95 12:00 AM,2536800,7713600,26946600,11869600,10645600,59868800,6666000,417380000,11759200
3/20/95 12:00 AM,2069200,6793600,9684000,7368800,3884800,37772800,2752200,301740000,4007600
3/21/95 12:00 AM,3137600,10920800,14128800,7956000,3690800,74772800,5074200,367110000,3323200
3/22/95 12:00 AM,4201600,17130800,8461200,9788800,4302000,52464000,3889200,313120000,6480800
3/23/95 12:00 AM,3294000,6094400,11935800,11056400,3454800,105286400,5069800,318530000,3932000
3/24/95 12:00 AM,4220800,4584400,12053400,10318000,3202000,65683200,3847200,358370000,4252000
3/27/95 12:00 AM,1532400,5111200,8866800,8114000,2018800,61008000,3419000,296270000,3166800
3/28/95 12:00 AM,1177600,24655600,7455600,5412000,2733600,47603200,2370800,320360000,3289200
3/29/95 12:00 AM,1976000,17760000,13363800,11885600,5850000,65763200,3760400,385940000,5555600
3/30/95 12:00 AM,4126000,9767600,9061800,11828400,4976400,75011200,5158200,362940000,4174400
3/31/95 12:00 AM,3130800,6558000,11548800,10472000,3937600,63080000,4320800,353060000,6267600
4/3/95 12:00 AM,1814800,5528000,10629000,7576400,5185200,65617600,1836400,296430000,5392000
4/4/95 12:00 AM,1266000,15300000,12691800,6738400,4805600,66689600,3260000,330580000,6857600
4/5/95 12:00 AM,1488400,9470000,7056000,8033200,3415600,65792000,2865400,315170000,8651200
4/6/95 12:00 AM,2332800,25823600,8793000,5946000,5166400,35414400,1902200,320460000,5408000
4/7/95 12:00 AM,2299600,10562400,10286400,9713200,4461200,43148800,2594000,314760000,4214400
4/10/95 12:00 AM,1858400,4211200,6031800,8462400,3962400,43169600,2103800,260980000,3388800
4/11/95 12:00 AM,3459600,7673200,8788800,10324000,3910800,43624000,3245400,310660000,3124400
4/12/95 12:00 AM,2474000,16973200,6706800,7612800,3922000,40430400,3782000,327880000,2937600
4/13/95 12:00 AM,4101600,6242400,8683800,5525600,3462000,32814400,3905800,301580000,4564800
4/17/95 12:00 AM,3387200,7467600,13180200,8758400,3200800,187913600,3540800,333930000,4676400
4/18/95 12:00 AM,2473200,8263200,12873600,7875200,9718000,75609600,3620200,344680000,5945600
4/19/95 12:00 AM,2061600,9990800,11323200,10305600,6472400,59163200,2755200,378050000,5745600
4/20/95 12:00 AM,3324400,11772400,11533200,23990800,5146400,83913600,2098400,368450000,7322400
4/21/95 12:00 AM,4609200,23812400,21008400,23545600,6772000,53555200,4051600,403250000,12300800
4/24/95 12:00 AM,4896400,9724400,12223200,17275600,4526400,68089600,4019800,326280000,6573200
4/25/95 12:00 AM,3479200,9780000,11409000,13385200,3527600,69371200,1653400,351790000,8640800
4/26/95 12:00 AM,2106000,8246800,11469000,14798000,4051200,44305600,2671400,350810000,4424800
4/27/95 12:00 AM,2434000,5014800,13884000,13900400,4194400,128844800,2261800,350850000,5236800
4/28/95 12:00 AM,2352400,6984400,15265800,20002400,5333600,92104000,3269000,320440000,4674400
5/1/95 12:00 AM,2322400,6375600,10368000,13615200,3780000,65550400,3525800,296830000,8017600
5/2/95 12:00 AM,1838000,4289200,10039200,13611200,2898800,78099200,12312600,302560000,4402400
5/3/95 12:00 AM,3149600,6043600,13009800,10689600,2862000,61566400,9523200,392370000,5333200
5/4/95 12:00 AM,3450400,10846800,16417200,17428000,4640000,66524800,7783600,434990000,6322400
5/5/95 12:00 AM,4919600,7445200,12024600,12219200,3020800,43707200,6991600,342380000,4493200
5/8/95 12:00 AM,2812000,13832000,11790600,10813600,2522000,43988800,4771200,291810000,3853600
5/9/95 12:00 AM,2476400,11540800,12633600,11119600,2644400,36748800,4896600,361300000,5301200
5/10/95 12:00 AM,1376000,9837600,23130600,11563600,6264400,38688000,4682400,381990000,6904400
5/11/95 12:00 AM,2114400,18712400,12459600,10339200,5250800,38673600,4841800,339900000,5853200
5/12/95 12:00 AM,5658800,23153200,16201800,10657600,8420000,36192000,4343400,361000000,3907600
5/15/95 12:00 AM,4527200,14053200,19774800,7635200,12328000,35232000,5036000,316240000,3611200
5/16/95 12:00 AM,3714400,11895600,16677000,10934800,5456800,86708800,2488600,366180000,4248800
5/17/95 12:00 AM,2902800,9419200,11784600,9618000,3513200,66515200,3087800,347930000,4233600
5/18/95 12:00 AM,2788000,13287600,14740800,13725600,11938000,58326400,3678800,351900000,4784800
5/19/95 12:00 AM,2586000,11522000,26430000,16259200,8486800,45190400,4568000,354010000,10642400
5/22/95 12:00 AM,2122000,13282400,11459400,8920400,3430000,91382400,2296800,285600000,3766800
5/23/95 12:00 AM,3432800,9881200,10860000,14118400,4198800,55516800,3929400,362690000,5108800
5/24/95 12:00 AM,2636800,9459200,13816200,12646800,7047600,68684800,7070800,391770000,4878000
5/25/95 12:00 AM,2743200,6536800,13737000,11550800,4292000,43440000,4404000,341820000,4802400
5/26/95 12:00 AM,1644800,4097600,12056400,8883200,3488000,52934400,3943200,291220000,5925600
5/30/95 12:00 AM,3176000,7021200,9865800,12600000,2323200,99612800,5992800,283020000,4539200
5/31/95 12:00 AM,2454800,5707600,11362200,11002000,4360000,119756800,8266800,358180000,5800000
6/1/95 12:00 AM,2430800,6685200,13449600,10111600,5432000,61153600,7105400,345920000,5296800
6/2/95 12:00 AM,4918800,3783200,12397800,7966800,2813600,55556800,3636000,366000000,6137600
6/5/95 12:00 AM,3738000,9103200,13578600,23404000,2673200,55852800,5250800,337520000,4050800
6/6/95 12:00 AM,2251200,11270800,15992400,12009600,4314400,49036800,5395400,340490000,5964400
6/7/95 12:00 AM,2285600,4451200,9159600,15786400,2154400,64590400,4601000,327790000,4363200
6/8/95 12:00 AM,3167600,4874400,7132200,13576000,2345600,29320000,3327800,289880000,3230800
6/9/95 12:00 AM,2191600,6679200,19042200,13233600,2409200,81214400,3344400,327570000,4591200
6/12/95 12:00 AM,1782000,7584400,10983600,11982800,2059200,45832000,3210200,289920000,5088000
6/13/95 12:00 AM,4156000,4508000,8778000,11620800,2526800,37691200,2484000,339660000,4018000
6/14/95 12:00 AM,2938400,4224800,8019000,10250000,3294400,43096000,1578800,330770000,5022400
6/15/95 12:00 AM,1865600,3331200,9033600,8771600,3243600,43912000,2409000,334700000,5438800
6/16/95 12:00 AM,3879600,3200800,29711400,10787200,7662000,92278400,4471000,442740000,13683600
6/19/95 12:00 AM,3076400,16774400,9915600,9506800,2416800,78982400,2252000,322990000,3855600
6/20/95 12:00 AM,3360000,26385200,15389400,14275600,2963600,56670400,3223200,382370000,5085600
6/21/95 12:00 AM,3553200,22378800,11364600,14322000,2734400,57224000,4490400,398210000,7173600
6/22/95 12:00 AM,3414400,16928800,17634000,17376800,4363600,46296000,4337000,421000000,7963200
6/23/95 12:00 AM,2018800,8286800,12076200,9846400,3816800,46356800,3036800,321660000,4679200
6/26/95 12:00 AM,1946400,5465600,10380000,8720000,2560800,41048000,2534600,296720000,4174800
6/27/95 12:00 AM,2823600,7772400,13394400,13119600,5840000,66004800,5876400,346950000,4996400
6/28/95 12:00 AM,2526800,9531200,15034800,12482400,3604400,107286400,6226000,368060000,6132400
6/29/95 12:00 AM,2082400,8320000,15795600,9946400,3045600,57643200,3104400,313080000,7163600
6/30/95 12:00 AM,4047600,5927600,11187600,8639200,2964400,53342400,2472600,311650000,5888000
7/3/95 12:00 AM,1924000,1410800,5961000,2733600,1739200,16763200,1495600,117900000,1891200
7/5/95 12:00 AM,6227200,6325600,13830000,9674400,2542400,48547200,7594800,357850000,4568000
7/6/95 12:00 AM,7732800,6583200,12988200,9395200,2963200,47070400,4748600,420500000,4787600
7/7/95 12:00 AM,9470800,13840000,18109800,15628400,12742000,66699200,5361200,466540000,6255600
7/10/95 12:00 AM,7944400,10640800,9622200,9175200,6180000,111982400,5801000,409700000,4050000
7/11/95 12:00 AM,6494400,7683200,9251400,8429600,5296800,78227200,3411600,376770000,4382000
7/12/95 12:00 AM,6419200,10145200,11039400,11393200,3686400,94675200,3257200,416360000,4842000
7/13/95 12:00 AM,7470800,12596400,10787400,13944800,4170000,84811200,4658400,387500000,3528000
7/14/95 12:00 AM,6258000,9929200,9502800,10580000,2650000,89905600,2986000,312930000,3280800
7/17/95 12:00 AM,4835200,8098000,10770000,14929600,4752000,155830400,4249200,322540000,4470800
7/18/95 12:00 AM,3200000,9102000,11978400,35804400,5365600,289624000,4939200,372230000,5012000
7/19/95 12:00 AM,4196800,18613200,24116400,34290800,5843600,305092800,5593000,489850000,6125600
7/20/95 12:00 AM,6108400,11848800,12584400,20262800,3578800,177848000,5447600,383380000,8215600
7/21/95 12:00 AM,5385600,27082400,29347200,17482400,6763600,169257600,5934600,431830000,12100800
7/24/95 12:00 AM,2237200,7679200,12384600,20671600,3064800,94811200,2869000,315300000,3582000
7/25/95 12:00 AM,3594800,9418000,12149400,21288000,3730000,109422400,4403400,373200000,4436800
7/26/95 12:00 AM,2567200,6125200,13465800,14330800,4447600,77470400,3726000,393470000,4770800
7/27/95 12:00 AM,2509600,11621200,13002000,12372000,3081200,52916800,2076600,356570000,3674400
7/28/95 12:00 AM,2621600,9341200,8920800,9744400,2567600,158468800,1541000,311590000,4864800
7/31/95 12:00 AM,2250800,5673600,10650600,10540800,2168000,101435200,2273400,291950000,4562000
8/1/95 12:00 AM,1972400,7540000,10519800,12105600,2606800,166144000,1817800,332210000,4942400
8/2/95 12:00 AM,3443200,9840800,17554200,12248400,4294400,129804800,2252600,374330000,4515600
8/3/95 12:00 AM,7307200,7640800,13722000,13142400,3280000,113536000,1807200,353110000,3590800
8/4/95 12:00 AM,2515200,6884400,10793400,5028800,3101200,77705600,1331600,314740000,3018000
8/7/95 12:00 AM,4515200,6920000,6040800,5723200,2025200,64273600,1840800,277050000,4061200
8/8/95 12:00 AM,3218400,8388800,7857000,7181200,2322400,43913600,1792800,306090000,4748000
8/9/95 12:00 AM,1821600,13190000,7630200,7867200,1917600,144384000,1369600,303390000,4177600
8/10/95 12:00 AM,2970400,5868000,9633000,7885600,1830000,71883200,1438800,306660000,3887600
8/11/95 12:00 AM,2798800,7407600,7339800,9310800,2825600,97195200,2437400,267850000,3730800
8/14/95 12:00 AM,1766400,5989200,7856400,6993200,2013200,88872000,2423800,264920000,3007600
8/15/95 12:00 AM,3123600,11370800,8944800,10804000,3208000,63267200,2030800,330070000,3513600
8/16/95 12:00 AM,5951600,10457600,8622000,11787200,3883600,38118400,3417200,390170000,4108800
8/17/95 12:00 AM,6122000,8827600,10923600,12118800,3353200,74564800,2889000,354460000,5820000
8/18/95 12:00 AM,4449200,8620000,16951800,14792400,5971200,77502400,3863000,320490000,9408800
8/21/95 12:00 AM,4482800,9721200,10210200,18802800,4024800,110491200,3038200,303200000,5167600
8/22/95 12:00 AM,2831600,7769200,9601800,22057200,2499200,94320000,1771400,290890000,4260000
8/23/95 12:00 AM,3674400,9078000,10123200,12956000,3087600,111188800,3659800,291890000,3608800
8/24/95 12:00 AM,1696400,10285200,7817400,15188000,2520800,95275200,2619000,299200000,3979200
8/25/95 12:00 AM,1360800,4819200,8260200,11129200,2212400,73489600,2846400,255990000,6605200
8/28/95 12:00 AM,1324000,8680000,7138200,16455600,1788800,112622400,2094600,267860000,4693200
8/29/95 12:00 AM,1676400,11325600,7845600,24584000,3168800,163929600,1665600,311290000,4340800
8/30/95 12:00 AM,2569600,5482000,6725400,12998400,1718800,79499200,1644000,329840000,3363600
8/31/95 12:00 AM,4090800,3148000,7725600,9265600,2014400,38764800,2744000,300920000,3724800
9/1/95 12:00 AM,3075200,3532400,10377600,7275600,1554400,80262400,1139400,256730000,4800800
9/5/95 12:00 AM,2920000,6443200,9621600,26673200,2856400,92052800,2347000,332670000,4900000
9/6/95 12:00 AM,1556400,7175600,9294000,16766000,3062000,100265600,1970600,369540000,4530800
9/7/95 12:00 AM,1476000,9373600,8437800,16205200,1593200,93932800,2138400,321720000,5435200
9/8/95 12:00 AM,3010800,6243200,7651800,21422000,2566400,64417600,2160400,317940000,4403600
9/11/95 12:00 AM,2571600,6160800,5795400,26478000,3139200,77408000,2961400,296840000,2782000
9/12/95 12:00 AM,3682400,11658800,22534800,29151200,1949200,71155200,5205800,344540000,7678800
9/13/95 12:00 AM,5836800,11530800,16687800,55690400,3088000,61208000,7106400,384380000,6080000
9/14/95 12:00 AM,3110000,19675600,18538200,31461600,4272000,54230400,6515800,382880000,6937600
9/15/95 12:00 AM,6497600,43286800,31398600,27121600,6669200,88316800,8009200,459370000,12806800
9/18/95 12:00 AM,5131200,22216400,14482800,17814800,3314400,76827200,4349800,326090000,4220000
9/19/95 12:00 AM,7049600,17512400,14037600,16878800,4124400,58011200,3837000,371170000,3996800
9/20/95 12:00 AM,3674800,11500800,9472800,11826800,2268000,44652800,2911400,400050000,3608000
9/21/95 12:00 AM,4070800,12407600,11236800,11468000,7623200,83836800,3559600,367100000,3359200
9/22/95 12:00 AM,4546800,14258000,15237600,9377200,4548000,99899200,1939600,370790000,3977600
9/25/95 12:00 AM,4269600,11267600,11725200,11886000,3120800,57878400,2310200,273120000,2965600
9/26/95 12:00 AM,4693600,8961200,16471200,11099200,3056400,76548800,2731400,363630000,7003200
9/27/95 12:00 AM,6612800,16135600,15106200,18762800,4047600,140756800,3835200,411300000,4900000
9/28/95 12:00 AM,3880800,11843600,9696600,11420400,2748800,105510400,3514000,367720000,3529200
9/29/95 12:00 AM,4347600,10123200,10714200,10389200,3062000,95158400,2222400,335250000,3294400
10/2/95 12:00 AM,2807600,14000000,10248000,9487600,2453600,67731200,3465000,304990000,3732400
10/3/95 12:00 AM,4002400,10368000,14251200,13162400,4308800,80736000,4403000,385940000,3376800
10/4/95 12:00 AM,5440400,9532000,12921600,8028000,6573600,73473600,6823000,339380000,4468000
10/5/95 12:00 AM,3205200,8737600,9829200,9877200,5350000,101289600,3060200,367480000,4732000
10/6/95 12:00 AM,6899600,11058000,14627400,10392000,4261200,76616000,2855200,313680000,2836400
10/9/95 12:00 AM,3046800,13320800,7512000,12086000,2844800,108614400,3861600,275320000,2646800
10/10/95 12:00 AM,5903600,14303600,13823400,25871200,3899200,157644800,4181800,412710000,4540000
10/11/95 12:00 AM,5796000,11893200,11785800,13436000,3560000,107009600,2530200,340740000,3439200
10/12/95 12:00 AM,7102400,5803200,9700800,9390800,3463200,78700800,2429000,344060000,3150800
10/13/95 12:00 AM,7181200,8422000,10528800,9409600,3361200,68644800,2767200,374680000,5419200
10/16/95 12:00 AM,4809600,6515200,6165600,10594400,1899200,61067200,2477800,300750000,3217600
10/17/95 12:00 AM,3840400,6390000,8832600,45773600,2137600,123140800,2910800,356380000,5918000
10/18/95 12:00 AM,7682000,18311200,12572400,29217600,2778000,294329600,3691000,411270000,4053600
10/19/95 12:00 AM,5690400,33761200,11607000,18746800,5908000,95840000,3839200,406620000,4373600
10/20/95 12:00 AM,4729200,13818800,17936400,17814400,5847600,79984000,4511400,389360000,8617600
10/23/95 12:00 AM,6582400,7078000,9835800,16597600,4020000,93473600,1385400,330750000,4097600
10/24/95 12:00 AM,4914400,7638800,11898600,12445600,5967600,68681600,1838400,415540000,5002000
10/25/95 12:00 AM,5919600,4761200,12637800,10952000,6709200,60211200,2473000,433620000,6339200
10/26/95 12:00 AM,4346800,4503600,10930200,13407200,5965200,82841600,2710400,464270000,7017600
10/27/95 12:00 AM,5325600,5523200,10771200,9894800,4922000,130683200,2042200,379230000,4052400
10/30/95 12:00 AM,3568400,6291200,7821000,12715200,3824800,125464000,1760600,319160000,3694800
10/31/95 12:00 AM,3927600,10334400,9447000,11811200,2724400,91958400,3771800,377390000,5576800
11/1/95 12:00 AM,3424400,6913200,10030800,8235200,3778000,72819200,3493600,378090000,3317600
11/2/95 12:00 AM,5009600,5464400,9140400,13174400,3101200,63504000,2261800,397070000,4256400
11/3/95 12:00 AM,3637200,6413200,8446200,12984800,3652000,40635200,2424800,348500000,3084400
11/6/95 12:00 AM,2023200,11143200,7847400,12470000,2773600,87729600,2026800,309100000,4254400
11/7/95 12:00 AM,1728800,26310800,8349000,15510800,4980000,115921600,2422000,364680000,3952000
11/8/95 12:00 AM,1714400,12823600,12363000,10757600,3695600,71280000,2508200,359780000,5992000
11/9/95 12:00 AM,1975200,9295200,13509600,12774000,2894400,99814400,2462000,380760000,4300000
11/10/95 12:00 AM,2218800,7973200,8149200,9348400,2177600,60819200,1397600,298690000,1972000
11/13/95 12:00 AM,2941200,11343200,9888600,9497200,4052400,59003200,1636400,295840000,3136400
11/14/95 12:00 AM,2138800,14560000,11504400,9229600,6930000,75657600,2415000,354420000,3821200
11/15/95 12:00 AM,3060400,8874400,12770400,8982400,3332000,108686400,1549600,376100000,3698800
11/16/95 12:00 AM,1682800,8102000,13889400,11882000,4136800,195126400,2405000,423280000,5027600
11/17/95 12:00 AM,2478400,4607600,25953000,11060400,5080800,143803200,3834400,437200000,9243200
11/20/95 12:00 AM,3884000,5314400,12021600,10502800,2200800,115296000,1857200,333150000,3680800
11/21/95 12:00 AM,5012400,6845200,11049600,12520800,2367600,130163200,2158000,408320000,6205200
11/22/95 12:00 AM,6148400,3533600,10200000,8794000,3446800,65428800,2226000,404980000,6955200
11/24/95 12:00 AM,4580000,3930800,4791000,2974400,1143200,15014400,598800,125870000,1095600
11/27/95 12:00 AM,2974800,4148800,11164800,8807200,3932000,79100800,1775200,359130000,3534400
11/28/95 12:00 AM,2926400,6305200,14685000,11564800,3494800,86537600,2418200,408860000,4177600
11/29/95 12:00 AM,1964000,3782000,11374200,11290000,2664800,91067200,2267000,398280000,2371200
11/30/95 12:00 AM,3309600,6247600,10454400,10257600,3206400,93512000,2097200,440050000,4738000
12/1/95 12:00 AM,3842800,7300800,11926800,10063600,4460800,96124800,2395200,393310000,6946800
12/4/95 12:00 AM,2388400,17171200,14772600,10820400,4578000,130436800,3054800,405480000,6503200
12/5/95 12:00 AM,2590800,13000000,12496800,11005600,5498000,104528000,2397600,437360000,4481200
12/6/95 12:00 AM,2163200,7195200,17920200,12077600,5775600,145272000,2802600,417780000,5610000
12/7/95 12:00 AM,1470400,5084800,11259600,10983600,4920800,132876800,3684600,379260000,4757600
12/8/95 12:00 AM,1168400,5053200,10522800,10232800,3260800,147041600,1678800,327900000,4320000
12/11/95 12:00 AM,4045200,4003200,11592000,8436800,3866800,61924800,2584800,342070000,6232000
12/12/95 12:00 AM,3295200,6353200,11149800,8667200,2966400,44739200,2720200,349860000,8200800
12/13/95 12:00 AM,3190400,24472400,14097600,11023600,4403200,39577600,2245200,415290000,9173600
12/14/95 12:00 AM,3818800,11928000,12624600,13562000,3182000,92822400,2466800,465300000,9583200
12/15/95 12:00 AM,3202400,25960000,45889800,27393600,10383200,115470400,5865200,636800000,20853200
12/18/95 12:00 AM,3015200,23807600,21275400,25420800,4922400,99460800,3179800,426270000,6137600
12/19/95 12:00 AM,6121600,15403600,20065200,14977600,6382000,84340800,2909200,478280000,6480800
12/20/95 12:00 AM,5772000,13074400,14025600,14423200,5342000,84980800,2989200,437680000,5408800
12/21/95 12:00 AM,5291200,11893200,14644200,10696000,6643200,60593600,5108800,415810000,6641200
12/22/95 12:00 AM,2065200,8392400,8695200,7509600,4408000,36057600,4232000,289600000,3257600
12/26/95 12:00 AM,4047200,4994800,6246000,3781600,2180000,34707200,2681400,217280000,2106400
12/27/95 12:00 AM,5814400,9609200,10104600,6288000,4501200,40539200,1892400,252300000,2966800
12/28/95 12:00 AM,6769200,8933200,8680800,7109600,3582400,49777600,1990800,288660000,5290000
12/29/95 12:00 AM,2436800,10874400,9731400,13854000,4308800,52342400,1942000,321250000,11049200
1/2/96 12:00 AM,2808000,4983200,15397800,10033600,5188800,57779200,3194200,364180000,6866800
1/3/96 12:00 AM,5008800,15368800,18469200,12528000,8482400,62857600,3609400,468950000,5745200
1/4/96 12:00 AM,4276000,10721200,18659400,32332800,6515200,102353600,3497600,512580000,9093200
1/5/96 12:00 AM,2618400,15929200,11625000,15505600,5860000,62083200,3180200,437110000,8102000
1/8/96 12:00 AM,3471200,4341200,4343400,3531600,1999200,11377600,516200,130360000,2528000
1/9/96 12:00 AM,6992000,8978800,14132400,14894000,6421200,177424000,2082000,417400000,5685600
1/10/96 12:00 AM,8508400,13057600,16659000,22751600,8907600,181571200,4261000,496830000,6462400
1/11/96 12:00 AM,5344800,27041200,12870000,18498400,7541200,116617600,3182400,408800000,6132400
1/12/96 12:00 AM,3006400,14370000,13680000,10657600,7807600,80544000,4274800,383400000,5137600
1/15/96 12:00 AM,2759200,12971200,7600800,14971200,4336400,84572800,2094000,306180000,4284800
1/16/96 12:00 AM,5972000,12606400,12315600,18452000,6140000,122006400,2592400,425220000,4181200
