,AA,AAPL,GE,IBM,JNJ,MSFT,PEP,SPX,XOM
9/18/09 12:00 AM,34764300,21485100,123024100,9935800,14463600,68016500,14645500,5607970000,43247900
9/21/09 12:00 AM,21945200,15632700,109299100,4515100,7237900,28878700,7785600,4615280000,17984000
9/22/09 12:00 AM,36800000,12741200,95910500,5564700,9997200,61376700,6801900,5246600000,14561800
9/23/09 12:00 AM,24146900,21198700,134308100,5538100,11175400,60599900,6122400,5531930000,20898600
9/24/09 12:00 AM,36598900,19674300,123229300,5426800,9290700,56302900,6157700,5505610000,21557000
9/25/09 12:00 AM,30201900,15901400,103735800,5187900,7883600,50158900,6758800,4507090000,16454900
9/28/09 12:00 AM,20382800,12051600,73786600,8248600,8721100,44358000,4085900,3726950000,13301600
9/29/09 12:00 AM,22601200,12335200,80778200,6748800,7556800,39050300,7086400,4949900000,14695100
9/30/09 12:00 AM,31877200,19270900,120763600,7733300,11039300,63533400,8898400,5998860000,27117400
10/1/09 12:00 AM,51779400,18739700,113494100,7067500,12207800,75958100,9010200,5791450000,24927000
10/2/09 12:00 AM,34480300,19761000,133091800,7581900,9125400,51219700,17530200,5583240000,20478900
10/5/09 12:00 AM,32205000,15111900,74099100,5673300,7113800,60804900,7892000,4313310000,21853000
10/6/09 12:00 AM,40920400,21610200,95698000,6659100,11766000,48795300,8128900,5029840000,21167400
10/7/09 12:00 AM,54317400,16631000,60911500,5872000,7271500,38472700,6441900,4238220000,15302500
10/8/09 12:00 AM,120802500,15650400,77369500,6498000,9221000,60521300,17263400,4988400000,19228800
10/9/09 12:00 AM,37811000,10474000,70406900,13123100,9247900,39520000,6360200,3763780000,13541900
10/12/09 12:00 AM,27149100,10286600,58627300,7730500,12697200,29145800,6178100,3710430000,16233800
10/13/09 12:00 AM,31638300,12429300,70643000,7581300,23501200,37749000,7502000,4320480000,19333400
10/14/09 12:00 AM,28920200,13411100,92569500,9545500,18951100,45365500,8462200,5406420000,25285700
10/15/09 12:00 AM,27932000,13341300,92328900,11904600,14076600,65620100,10518600,5369780000,24093600
10/16/09 12:00 AM,29661900,15408100,182334800,19216900,13911200,56500900,6588400,4894740000,23556600
10/19/09 12:00 AM,21570500,33651100,99245700,7514100,11443300,48143200,5557300,4619240000,20404600
10/20/09 12:00 AM,36610700,40751400,101087500,8780700,15725600,54604700,8068000,5396930000,20049600
10/21/09 12:00 AM,31673900,42633100,96683600,7171000,12529900,61672700,7445000,5616290000,23099500
10/22/09 12:00 AM,24502800,28264000,125121400,6027000,9926600,61600000,5428100,5192410000,26014500
10/23/09 12:00 AM,28923600,15028100,88086700,6799200,10743900,281761000,6505200,4767460000,20672100
10/26/09 12:00 AM,30939000,17297800,96270900,6538500,11809200,124149700,5113000,6363380000,27127700
10/27/09 12:00 AM,29896700,27019700,87465200,9445400,10269600,69685800,7262900,5337380000,30342500
10/28/09 12:00 AM,53606300,29228100,107272800,8780400,13837000,73542400,6321900,6600350000,26345700
10/29/09 12:00 AM,44516100,20366800,83654200,6309400,13954500,65225500,5245300,5595040000,30048500
10/30/09 12:00 AM,46133800,25625900,129847100,7711700,20966900,73371800,7794100,6512420000,32175900
11/2/09 12:00 AM,31263700,24249400,101128000,7049400,12297500,62428900,6618800,6202640000,20425900
11/3/09 12:00 AM,33611200,18662200,77081700,5706800,17177000,50294800,5797000,5487500000,20550500
11/4/09 12:00 AM,31359300,17411800,80303600,6353300,13928700,63898400,5552100,5635510000,22792700
11/5/09 12:00 AM,18631100,13742900,70544100,6701800,9190300,52681700,5578500,4848350000,16235600
11/6/09 12:00 AM,19764400,10539200,165053400,4979600,8518500,38908500,4831000,4277130000,18185000
11/9/09 12:00 AM,20809700,18887700,102908900,7764600,11773800,57518000,6921800,4460030000,16809400
11/10/09 12:00 AM,25335700,14328400,73600100,6444500,11776500,65881100,7094100,4394770000,15696600
11/11/09 12:00 AM,21266400,15852500,71297400,6530800,11179500,49693400,4714300,4286700000,14397900
11/12/09 12:00 AM,22362800,12990400,65682000,5345400,13683100,55352400,8474900,4160250000,16587600
11/13/09 12:00 AM,17441700,12258600,65429800,4979700,9950500,53037600,6411100,3792610000,14461600
11/16/09 12:00 AM,23186500,17328800,98229400,7822500,13767500,54129500,4966800,4565850000,21326200
11/17/09 12:00 AM,23417900,14161200,52038500,1027500,11421400,75648900,4362400,3824070000,22920700
11/18/09 12:00 AM,20623300,13368600,47568800,3970100,11522100,59431200,3952300,4293340000,16645700
11/19/09 12:00 AM,31789400,19368800,69771300,5308400,13298200,51967700,4390400,4178030000,17253900
11/20/09 12:00 AM,22322600,14523800,63916000,5354200,16300200,42647100,5314600,3751230000,19269900
11/23/09 12:00 AM,22144300,16960600,73905500,7003500,13868100,41832700,5009400,3827920000,18947100
11/24/09 12:00 AM,31703800,11372800,80705400,4816500,9681200,37341400,4139700,3700820000,17120900
11/25/09 12:00 AM,18217000,10230500,48165600,3967700,7186700,32033500,4672600,3036350000,13269200
11/27/09 12:00 AM,15567600,10544900,60917600,3319200,6081200,29357900,3416000,2362910000,12105300
11/30/09 12:00 AM,24413800,15173500,70168500,6302700,10815400,44172000,7252700,3895520000,21436400
12/1/09 12:00 AM,26405600,16634400,98034300,6578600,12302300,49904200,6887700,4249310000,17375700
12/2/09 12:00 AM,49417600,25545000,65324700,4597900,10896100,36308600,6195800,3941340000,14786900
12/3/09 12:00 AM,33419100,16025700,74555800,5760000,12520100,43095200,6406200,4810030000,17852600
12/4/09 12:00 AM,46777200,29531600,88401700,7068500,14992400,58810700,8907000,5781140000,23700900
12/7/09 12:00 AM,22221600,25527100,64417400,4144400,9106500,38082700,6259700,4103360000,17835600
12/8/09 12:00 AM,20694200,24657100,78852200,5351400,11073800,37402200,6161600,4748030000,18492900
12/9/09 12:00 AM,25274600,24456500,58696600,6071900,8911600,44713300,20222300,4115410000,17228500
12/10/09 12:00 AM,32116100,17488200,55782100,7077800,8841900,45940200,8512500,3996490000,23423700
12/11/09 12:00 AM,75193700,15349100,56448700,6597200,7194100,43744200,8249600,3791090000,17128300
12/14/09 12:00 AM,36749900,17706800,43857500,5201300,8172500,34651200,7437800,4548490000,91458900
12/15/09 12:00 AM,19900500,14980700,79241300,7862600,10717800,49473200,7656600,5045100000,54419600
12/16/09 12:00 AM,30756200,12606600,72544500,6372500,13333300,55737800,8127400,4829820000,57711800
12/17/09 12:00 AM,20387400,13887100,68273700,5909500,10088900,43691200,8336100,7615070400,46627000
12/18/09 12:00 AM,29858900,21741800,79202500,9106600,22171000,94118000,18604200,6325890000,62989400
12/21/09 12:00 AM,60926900,21853800,53132700,4772500,11125400,40129100,7973000,3977340000,34470100
12/22/09 12:00 AM,31679100,12482700,48167300,5535500,7124600,36321000,6026000,3641130000,27941800
12/23/09 12:00 AM,26172000,12340200,42340800,4127600,6360400,28362700,3829000,3166870000,18958900
12/24/09 12:00 AM,14327300,17888900,18580200,4265100,2433900,11083900,1502900,1267710000,8149200
12/28/09 12:00 AM,19011600,23020200,45744800,5800400,5693500,25384000,4364200,2716400000,19694600
12/29/09 12:00 AM,14275200,15900200,48387300,4184200,6661900,29716200,3787000,2491020000,19985700
12/30/09 12:00 AM,18347200,14717300,44950100,3867000,5602100,42006200,3779400,2277300000,19860600
12/31/09 12:00 AM,16494200,12586100,44531600,4223400,6962300,31929700,3316300,2076990000,18852300
1/4/10 12:00 AM,25889400,17633200,67079900,6155300,9506200,38409100,6585900,3991400000,27809100
1/5/10 12:00 AM,49927600,21496600,64550600,6841400,10673100,49749600,8886000,2491020000,30174700
1/6/10 12:00 AM,46742600,19720000,55464900,5605300,13171500,58182400,9998000,4972660000,35044700
1/7/10 12:00 AM,38641600,17040400,185472300,5840600,10901600,50559700,10792000,5270680000,27192100
1/8/10 12:00 AM,33246200,15986100,115112600,4197200,7898000,51197400,8674700,4389590000,24891800
1/11/10 12:00 AM,76441900,16508200,76675400,5730400,7975700,68754700,6461200,4255780000,30685000
1/12/10 12:00 AM,155898600,21230700,64622800,8081500,10820700,65912100,9081800,4716160000,31496700
1/13/10 12:00 AM,58694400,21639000,65342400,6455400,13023800,51863500,7380100,4170360000,24884400
1/14/10 12:00 AM,32361300,15460500,57361500,7111800,7899000,63228100,7211600,3915200000,18630800
1/15/10 12:00 AM,33414100,21216700,74108100,8494400,20995000,79913200,8361200,4758730000,29411900
1/19/10 12:00 AM,34422600,26071700,60697400,13916200,15181800,46575700,5615800,4724830000,26081900
1/20/10 12:00 AM,35671500,21862600,64495600,15197500,13033000,54849500,5606000,4810560000,34629500
1/21/10 12:00 AM,69930600,21719800,99151200,9608600,14473900,73086700,7121500,6874289600,39114000
1/22/10 12:00 AM,84478500,31491700,162677700,10088600,14017200,102004600,7229000,6208650000,39085500
1/25/10 12:00 AM,44190400,38060700,75160400,5738500,10001700,63373000,4903800,4481390000,29305100
1/26/10 12:00 AM,43895300,66682500,78017000,7135300,15630300,66639900,5001700,4731910000,34083300
1/27/10 12:00 AM,55373900,61520300,76850600,8719200,14982400,63949500,6145900,5319120000,35723500
1/28/10 12:00 AM,53726500,41910800,79136000,9622200,17096000,117513700,9285900,5452400000,37349800
1/29/10 12:00 AM,42948800,44498300,81158600,11571200,17844400,193888500,8127200,5412850000,40880500
2/1/10 12:00 AM,40076300,26781300,56940500,7242900,10153400,85931100,7303200,4077610000,37703000
2/2/10 12:00 AM,50545100,24940800,115749400,5899900,13609300,54413700,6296700,4749540000,34057900
2/3/10 12:00 AM,36035900,21976000,70778200,4177100,9255900,61397900,4863000,4285450000,24024700
2/4/10 12:00 AM,44587200,27059000,110099200,9126900,18397000,77850000,6920300,5859690000,33858200
2/5/10 12:00 AM,43984100,30368100,143503200,8617000,16775200,80960100,7347800,6438900000,42297500
2/8/10 12:00 AM,39405800,17081100,70487000,5718500,10081200,52820600,7047700,4089820000,30519400
2/9/10 12:00 AM,44023100,22603100,97580300,6044500,11356400,59195800,7940200,5114260000,36243300
2/10/10 12:00 AM,33049100,13227200,68377100,5219100,10115800,48591300,10917200,4251450000,21699100
2/11/10 12:00 AM,34224500,19655200,66896700,5089000,8353600,65993700,14391100,4400870000,23555200
2/12/10 12:00 AM,46158500,23409600,76503100,8017700,12335800,81117200,8566800,4160680000,30636200
2/16/10 12:00 AM,37189200,19419200,69444800,6777300,10212400,51935600,6930800,4080770000,30514900
2/17/10 12:00 AM,26052800,15585600,60553900,5827400,9485500,45882900,6703500,4259230000,21821800
2/18/10 12:00 AM,27540300,15100900,47333500,5525900,8260600,42856500,6942900,3878620000,22536700
2/19/10 12:00 AM,28570000,14838200,65201600,6303100,14222300,44451800,6416500,3944280000,24264600
2/22/10 12:00 AM,23186500,13948700,44988000,3808100,9839700,36707100,4709500,3814440000,20469700
2/23/10 12:00 AM,35032000,20539100,63371100,4591900,12481400,52266200,5159400,4521050000,33372900
2/24/10 12:00 AM,36244500,16448800,56650600,4782000,8519300,43165900,6888100,4168360000,21469600
2/25/10 12:00 AM,39552000,23754500,63364500,5658700,10528900,48735300,8074100,4521130000,25668800
2/26/10 12:00 AM,24756200,18123600,60564400,4784200,9357800,40370600,14785800,3945190000,20129700
3/1/10 12:00 AM,31589700,19646200,62798300,4577700,9219400,43805400,9016500,3847640000,18798600
3/2/10 12:00 AM,32522800,20233800,52587600,6013300,9014000,93123900,9527200,4134680000,24823900
3/3/10 12:00 AM,33307100,13287600,83817400,6390000,9360400,48442100,8486300,3951320000,22279800
3/4/10 12:00 AM,29454500,13072900,47132200,6032300,8067200,42890600,7830600,3945010000,21961100
3/5/10 12:00 AM,40748700,32129300,65183900,6140200,10633600,56001800,8448600,4133000000,26837900
3/8/10 12:00 AM,32470700,15353200,53676900,6199300,33380500,39414500,5086300,3774680000,20297200
3/9/10 12:00 AM,33479300,32866400,83685600,7528800,8827100,50271600,7655400,5185570000,29003100
3/10/10 12:00 AM,32091200,21293500,67843400,6916200,8436600,44891400,6450000,5469120000,24810300
3/11/10 12:00 AM,26615300,14489300,64905500,7922200,9957800,35349700,7536900,4669060000,19357400
3/12/10 12:00 AM,28845900,14868700,112875400,5169500,8223000,31700200,6896400,4928160000,23361800
3/15/10 12:00 AM,23501200,17625100,117951100,4497700,7444700,37512000,10468000,4164110000,22070000
3/16/10 12:00 AM,30839800,15961000,228571100,6134900,8882000,36723500,7474500,4369770000,35103700
3/17/10 12:00 AM,84653600,16105600,160499800,6348400,8060700,50385700,6922300,4963200000,38770000
3/18/10 12:00 AM,48497100,12218200,88515400,4954400,11742100,43845200,6961900,4234510000,25925500
3/19/10 12:00 AM,44617000,19980200,114772300,10744000,23112700,81332100,10947400,5212410000,45559600
3/22/10 12:00 AM,31078800,16300700,64940700,5651900,8803800,37718200,6763000,4261680000,21390600
3/23/10 12:00 AM,28544200,21515400,107580100,5978500,9453900,42026600,6412800,4411640000,24754700
3/24/10 12:00 AM,35190200,21349300,124241100,6669300,9312500,33987700,7661200,4705750000,19748800
3/25/10 12:00 AM,42380500,19367300,97668400,7603200,10496600,73168700,6246600,5668900000,21095600
3/26/10 12:00 AM,32171200,22888400,84380500,5550800,9450400,55595500,5313400,4708420000,30553400
3/29/10 12:00 AM,23835600,19312300,83916800,4643000,7812900,33336000,6825600,4375580000,26122200
3/30/10 12:00 AM,24011600,18832500,53168700,3426600,8311600,34954800,5733800,4085000000,17745900
3/31/10 12:00 AM,23328900,15380700,59216500,4904800,11939100,63760000,8123900,4484340000,22352500
4/1/10 12:00 AM,31498300,21540900,45478000,4980500,10600600,74768100,5074100,4006870000,19614700
4/5/10 12:00 AM,31299400,24446700,55879400,4118700,8617600,34331200,6732600,3881620000,20901100
4/6/10 12:00 AM,42067900,15964900,54106500,3926300,8260100,47366800,6734700,4086180000,19776800
4/7/10 12:00 AM,31706200,22446500,60464200,5157000,9409400,58318800,8204200,5101430000,24531500
4/8/10 12:00 AM,24421800,20463900,60592900,6006900,8962600,63713800,6646300,4726970000,24060800
4/9/10 12:00 AM,56211700,11935100,54612700,5185100,6972700,54752500,4757700,4511570000,21099600
4/12/10 12:00 AM,57208600,11893800,71700500,3992300,8692200,37068800,5074000,4607090000,18170300
4/13/10 12:00 AM,100691800,10936100,92585100,6819100,12481600,41374600,5190800,5403580000,19177100
4/14/10 12:00 AM,35123800,14431300,81959000,8545800,10501900,68941200,5202300,5760040000,18777800
4/15/10 12:00 AM,30292700,13456600,103121900,6425300,8656900,52745400,5968500,5995330000,16712900
4/16/10 12:00 AM,52025300,26805200,172374900,9546200,15742500,88703100,7374400,8108470400,33855100
4/19/10 12:00 AM,37708800,20247300,78156200,11353700,14626300,64970300,6354600,6597740000,25686000
4/20/10 12:00 AM,23740800,26368800,57666500,15216500,11916400,52199500,6780900,5316590000,22989500
4/21/10 12:00 AM,32111700,35085400,58407000,7559200,13355700,55343100,6534300,5724310000,21119200
4/22/10 12:00 AM,25437300,28336600,73044600,6018500,19583000,84847600,9689700,6035780000,21654700
4/23/10 12:00 AM,24515200,28462700,57777500,6197300,11674900,126766600,9008900,5326060000,24340000
4/26/10 12:00 AM,21767900,17109600,65712900,5285400,9281500,63649300,8096900,5647760000,18237100
4/27/10 12:00 AM,48582800,25333700,109629100,10916700,11862200,68730900,8615300,7454540000,36374700
4/28/10 12:00 AM,32570600,27085800,85006400,7122300,12476600,64557900,10229300,6342310000,33243500
4/29/10 12:00 AM,26225400,19958600,70066400,5786900,7930100,52665200,7714000,6059410000,47200900
4/30/10 12:00 AM,29302100,19373700,112133100,6266700,14255900,63214800,8274200,6048260000,43762100
5/3/10 12:00 AM,45602200,16226500,60157700,4992100,15310500,43989500,5807900,4938050000,30734900
5/4/10 12:00 AM,55255900,25850700,94123700,8285000,14895700,82085600,8383100,6594720000,31646100
5/5/10 12:00 AM,41846000,31539400,106999600,6072800,13143700,66833800,7658800,6795940000,30260300
5/6/10 12:00 AM,59092100,45923600,182122800,13168800,24410000,128613000,14046200,10617809600,58336300
5/7/10 12:00 AM,72792900,59857800,165465900,10584800,20467100,173718100,13221500,9472910400,69004800
5/10/10 12:00 AM,38907700,35153800,138171300,8463900,18445400,86653300,10833800,6893700000,38337600
5/11/10 12:00 AM,37196800,30318100,83503800,6498900,10879000,63789400,7240800,5842550000,29790600
5/12/10 12:00 AM,31220200,23370700,67907500,16626900,11036800,47146800,13170400,5225460000,25390700
5/13/10 12:00 AM,45684000,21418300,64312600,10497800,12337000,45188800,7800500,4870640000,26791600
5/14/10 12:00 AM,40190000,27120100,83715700,9920100,12505100,63334000,9731800,6126400000,38815400
5/17/10 12:00 AM,38810700,27244100,78754500,8923400,10260800,46053300,6943800,5922920000,31923700
5/18/10 12:00 AM,39973800,27952800,79492500,9330000,18480900,52690600,7237500,6170840000,34457000
5/19/10 12:00 AM,45086800,36633100,134943000,8669300,18863200,61746700,7867800,6765800000,36722500
5/20/10 12:00 AM,59848000,45818400,154436300,13176500,24098700,87991100,11587400,8328569600,57194500
5/21/10 12:00 AM,43678600,43710400,146375300,12639500,21813000,117596300,14586400,5452130000,52802900
5/24/10 12:00 AM,22294300,26937100,74129700,6868600,13993300,73711700,6334000,5224040000,27847800
5/25/10 12:00 AM,48585800,37428800,122232900,9494800,21179000,98373600,9156900,7329580000,50533800
5/26/10 12:00 AM,34764600,30380500,83279500,9083200,18914100,176684100,15152900,4521050000,34028900
5/27/10 12:00 AM,25671700,23795800,70118300,7725900,29926600,136433600,9428400,5698460000,31911500
5/28/10 12:00 AM,20995700,29129100,70383300,7421900,26815900,67496900,7546700,4871210000,32078700
6/1/10 12:00 AM,23387400,31302600,73128000,7135400,19508400,76152400,7180000,5271480000,32972000
6/2/10 12:00 AM,26195800,24591000,62848900,7705300,15581800,65718800,10023900,5026360000,28668400
6/3/10 12:00 AM,25617500,23218100,51837000,6645300,14254200,67837000,6448400,4995970000,32383700
6/4/10 12:00 AM,30418800,27082300,114420100,9669200,21785400,89832200,10309800,6180580000,45019200
6/7/10 12:00 AM,28362900,31676500,73216100,6951400,13843300,80456200,7694100,5467560000,28389500
6/8/10 12:00 AM,27954500,35741800,89376600,8399200,14941500,87355000,7538300,6192750000,48460700
6/9/10 12:00 AM,26125100,30522500,66853600,7795500,13173000,87794000,7056300,5983200000,31693200
6/10/10 12:00 AM,22459500,27727000,78615900,7479700,16995200,78930900,6567800,5144780000,33020100
6/11/10 12:00 AM,18337200,19491400,70851700,5820200,14713000,68057700,5466100,4059280000,21227100
6/14/10 12:00 AM,17828100,21534300,75734400,6753000,10524000,50972400,4941800,4425830000,24667800
6/15/10 12:00 AM,22033300,20895500,79088400,6652500,11103200,81641500,6249100,4644490000,24532600
6/16/10 12:00 AM,16450200,27988500,86647800,6401000,8636300,48698000,5960000,5002600000,20652700
6/17/10 12:00 AM,23783400,31173400,57041100,5571000,11723100,47995500,5179300,4557760000,23310200
6/18/10 12:00 AM,21430000,28022200,59328800,9581400,16838200,52075600,8947600,4555360000,32747000
6/21/10 12:00 AM,63261300,27731800,71221500,6857800,12143600,54625300,5158800,4514360000,24877600
6/22/10 12:00 AM,31826800,25616500,64982700,6030200,13823800,55985400,5978900,4514380000,26147000
6/23/10 12:00 AM,31951800,27444900,97574100,6855800,12659500,61466200,6509700,4526150000,38058900
6/24/10 12:00 AM,25208800,25509900,96299000,5565500,18216100,85243400,6185400,4814830000,34188500
6/25/10 12:00 AM,28665300,19640800,134229600,10420400,45006900,156256700,22934200,5128840000,118023500
6/28/10 12:00 AM,19088300,20891000,60445900,6335100,15834300,73784800,8532400,3896410000,43013000
6/29/10 12:00 AM,32381600,40476600,114904900,9376200,20236500,119882100,9054500,6136700000,52525000
6/30/10 12:00 AM,34460400,26409000,81568200,8018000,15802100,81050500,8760700,5067080000,43944900
7/1/10 12:00 AM,32207500,36532000,107077700,9742100,17973500,92239400,10852500,6435770000,47746400
7/2/10 12:00 AM,15494600,24780100,78544600,6454500,10534400,62485100,5987800,3968500000,32767900
7/6/10 12:00 AM,29444200,21972700,77154700,6348700,15461100,73592000,6950100,4691240000,36912100
7/7/10 12:00 AM,21760700,23377000,91711400,7090300,17280000,79965300,7296200,4931220000,41797200
7/8/10 12:00 AM,21015600,26362300,88427100,5439300,15895900,50758100,6660800,4548460000,40430300
7/9/10 12:00 AM,21049500,15475800,46094200,3898000,12174000,53806100,5020500,3506570000,25976500
7/12/10 12:00 AM,39103500,20102800,38390800,4206900,10797200,49854200,4205300,3426990000,23515000
7/13/10 12:00 AM,58563100,42533000,57860800,6687700,10924500,61928700,7312300,4640460000,30514200
7/14/10 12:00 AM,25837200,29001700,45725200,6607200,9668500,72808100,5687500,4521050000,26061100
7/15/10 12:00 AM,23386700,29459500,79329000,6186800,12839300,56934700,8124100,4552470000,24737300
7/16/10 12:00 AM,28250900,37137800,125415000,7002900,17569900,65064800,9510200,5297350000,35805700
7/19/10 12:00 AM,26717100,36588500,49073000,8388600,10277500,38181800,5969400,4089500000,20960000
7/20/10 12:00 AM,28965900,38391100,67279400,16337400,22304800,45530700,11243100,4713280000,23807300
7/21/10 12:00 AM,25089400,42345400,65021900,8615500,25707600,73297300,8690200,4747180000,26859700
7/22/10 12:00 AM,25839800,23047100,64300700,6909000,17972900,73016400,7032800,4826900000,27051400
7/23/10 12:00 AM,25098900,19049600,112735300,5078000,15076600,108520100,5187700,4524570000,19281400
7/26/10 12:00 AM,26438400,15019700,80950300,5174900,11775200,67249900,4029100,4009650000,20236500
7/27/10 12:00 AM,24449400,20884700,69942100,4648200,16964000,60672100,6032200,4725690000,22400800
7/28/10 12:00 AM,18701100,18570900,52479100,4248800,13502100,69704800,4321400,4002390000,23511100
7/29/10 12:00 AM,14413000,22993100,69783700,8994200,13031000,69446200,5579600,4612420000,33763000
7/30/10 12:00 AM,22641900,16007500,60130400,6021000,12978000,83534800,5337400,4006450000,29354600
8/2/10 12:00 AM,25933200,15287700,67412000,6437500,11455600,55044600,6479700,4144180000,28144000
8/3/10 12:00 AM,28362300,14916200,55092900,5091800,10855100,56877700,5577200,4071820000,31075800
8/4/10 12:00 AM,21893100,15013400,46124000,4567500,10508800,78531900,6663800,4057850000,21033800
8/5/10 12:00 AM,15558500,10324900,46596900,4520600,9796700,64922100,5143100,3685560000,19985300
8/6/10 12:00 AM,17560000,15889200,58954200,6136200,8524100,55982100,5500700,3857890000,23097300
8/9/10 12:00 AM,14549900,10826000,39918800,6131700,6674700,57096500,5492700,3191630000,14731300
8/10/10 12:00 AM,26451900,16140000,53236400,5471700,13550800,87257700,7411000,3979360000,23188500
8/11/10 12:00 AM,33456100,22144800,77164000,6316100,11470100,76746900,5544600,4511860000,24281300
8/12/10 12:00 AM,19468500,19104300,58243300,5132200,8240500,70240500,4924700,4521050000,16951300
8/13/10 12:00 AM,15434000,12673900,41650800,4669400,8546700,45263500,4516700,3328890000,14651300
8/16/10 12:00 AM,14576400,11372500,56429600,4009200,8751200,40909700,3564500,3142450000,14301100
8/17/10 12:00 AM,22810200,15094300,60908200,4298300,13479100,52912600,4357200,3968210000,20122200
8/18/10 12:00 AM,19500600,12132000,42302800,4883200,10534900,46818900,3857900,3724260000,20071500
8/19/10 12:00 AM,26410100,15239500,82336800,5402400,11949700,54064600,4549600,4290540000,21174500
8/20/10 12:00 AM,16836600,13722500,65402900,6246300,11286200,49560100,5655000,3761570000,21008800
8/23/10 12:00 AM,17212600,14787200,55581000,4034400,8842900,51643000,3263900,3210950000,21337700
8/24/10 12:00 AM,22719300,21520200,89666100,5621200,14930400,66522500,5442800,4436330000,25679100
8/25/10 12:00 AM,18937900,21316700,76783100,5235300,11675000,47404800,5322700,4360190000,20944000
8/26/10 12:00 AM,21602300,16660900,58285300,7746600,12834100,49105300,4604900,3646710000,22320900
8/27/10 12:00 AM,24420400,19585400,46473000,6214200,11674800,60939400,5227700,4102460000,28279500
8/30/10 12:00 AM,21911500,13688900,36583300,3604000,9240100,45453100,3697900,2917990000,16265100
8/31/10 12:00 AM,21111400,15028100,59224700,5624200,14563100,66074600,6624800,4038770000,26985400
9/1/10 12:00 AM,24241900,24894200,78042700,5623100,11603700,65235900,6382100,4396880000,26286200
9/2/10 12:00 AM,31414700,14836700,54433600,5103300,8079700,48837100,4158600,3704210000,18662600
9/3/10 12:00 AM,16634600,18599600,64341100,5142900,7533400,64189100,5862600,3534500000,21982900
9/7/10 12:00 AM,18769200,12234200,55365800,4353300,5625100,51928700,5284700,3107380000,19435700
9/8/10 12:00 AM,25579000,18805400,75069900,4477500,8412500,65512400,4318900,3224640000,17380600
9/9/10 12:00 AM,25433200,15663400,60506200,3436700,14077700,46028900,5835800,3387770000,16525200
9/10/10 12:00 AM,15649500,13840800,46637800,4418700,8358800,58284300,4234800,3061160000,14488400
9/13/10 12:00 AM,24626000,13885000,56310500,5271300,10706600,114680400,4469200,4521050000,23141800
9/14/10 12:00 AM,20958400,14576800,48159600,4850500,9912900,87160400,4145400,4521050000,17977500
9/15/10 12:00 AM,18973600,15334600,68556000,4762500,9111500,56201900,4745000,3369840000,18769900
9/16/10 12:00 AM,28583900,23289400,47072000,4685000,10496300,44548300,4174900,3364080000,16432500
9/17/10 12:00 AM,22715000,22659900,72500600,10397400,12240600,70341600,7908400,4086140000,26447200
9/20/10 12:00 AM,18674300,23524200,46091300,7145500,10991500,49838700,5057100,3364080000,21788100
9/21/10 12:00 AM,33728100,23859800,54155500,5267900,9449200,52675700,7455500,4175660000,20525200
9/22/10 12:00 AM,44201600,20903200,47439900,4922400,9353300,94299400,5225800,3911070000,18207700
9/23/10 12:00 AM,39840000,28075600,53179800,3898800,8393800,46201800,5877800,3847850000,18097800
9/24/10 12:00 AM,30862500,23196000,85029900,7122400,12636900,51948800,6366300,4123950000,25145300
9/27/10 12:00 AM,26729900,17244100,40568000,6155400,7687600,43603300,5230300,3587860000,16642800
9/28/10 12:00 AM,30123200,36965800,53876900,7481300,12132800,56041200,5305300,4025840000,18806700
9/29/10 12:00 AM,18463700,16773000,44123900,5151200,9590000,44318900,5553200,3990280000,21158000
9/30/10 12:00 AM,21488200,24049700,59002500,6425800,12845600,61262700,7002300,4284160000,25460200
10/1/10 12:00 AM,22997500,16005100,48433400,5621200,9773200,62672300,5397000,4298910000,24160200
10/4/10 12:00 AM,31100700,15546500,45834600,4059900,8703600,98143400,4890200,3604110000,16902500
10/5/10 12:00 AM,30020300,17927400,62611900,6202500,12439400,78152900,7246100,4068840000,25185400
10/6/10 12:00 AM,28109400,23959600,74000100,4783000,11339800,50489700,7204100,4073160000,21645200
10/7/10 12:00 AM,41472800,14585700,58598400,6440800,9826600,50096100,20029500,3910550000,19468400
10/8/10 12:00 AM,72773500,23514400,51548400,4540800,7354800,41327800,8810500,3871420000,22370500
10/11/10 12:00 AM,23347600,15276900,52275300,4004300,6172100,27587800,5283100,2505900000,13848900
10/12/10 12:00 AM,35423000,19948000,64773500,5637300,8707400,50141500,7807800,4076170000,20732000
10/13/10 12:00 AM,34330400,22503300,60806900,8784300,10104700,75336500,5990500,4969410000,22560500
10/14/10 12:00 AM,26798100,15546300,57886000,5653100,8632700,51949100,6162300,4969410000,17778100
10/15/10 12:00 AM,40957600,32935500,205160900,7220400,13265100,68954800,6272100,5724910000,25500700
10/18/10 12:00 AM,18558800,39036100,67489100,10322700,10814100,48330500,4820100,4450050000,22481700
10/19/10 12:00 AM,29002100,44028000,74162600,14159100,17235400,66150900,8357700,5600120000,25367400
10/20/10 12:00 AM,30964900,25772300,69654600,6945500,10206800,56283600,11569400,5027880000,20543900
10/21/10 12:00 AM,24891900,19695000,59414700,6221200,11111700,50032400,8670700,4625470000,21291200
10/22/10 12:00 AM,18729700,13313500,31318800,4105300,6774800,25837900,5043200,3177890000,13332800
10/25/10 12:00 AM,20530800,14016500,53601800,4870000,7794700,50912400,6580800,4221380000,16516600
10/26/10 12:00 AM,21623600,14033200,49392700,7327100,7122900,69304200,6900800,4203680000,17652900
